id,transaction_id,item,item_category,quantity,price_per_unit,total_spent,spending_category,payment_method,payment_type,location,transaction_date,transaction_month,transaction_day,day_type
3879,TXN_5942938,Unknown,Unknown,3,3,9.00,Medium,"Credit Card",Electronic,Unknown,2023-05-24,May,Wednesday,Weekday
3880,TXN_5796131,Smoothie,Drink,3,4,12.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-09-30,September,Saturday,Weekend
3881,TXN_5166412,Unknown,Unknown,4,1,4.00,Low,Unknown,Unknown,Takeaway,2023-06-17,June,Saturday,Weekend
3882,TXN_5202349,Cookie,Dessert,4,1,4.00,Low,Unknown,Unknown,In-store,2023-11-27,November,Monday,Weekday
3883,TXN_7804740,Smoothie,Drink,2,4,8.00,Medium,"Digital Wallet",Electronic,Unknown,2023-10-19,October,Thursday,Weekday
3884,TXN_2409052,Sandwich,Food,1,4,4.00,Low,"Credit Card",Electronic,In-store,2023-07-08,July,Saturday,Weekend
3885,TXN_6665881,Juice,Drink,2,3,6.00,Medium,"Credit Card",Electronic,Unknown,2023-07-04,July,Tuesday,Weekday
3886,TXN_8528546,Cake,Dessert,3,3,9.00,Medium,Cash,Cash,Unknown,2023-12-09,December,Saturday,Weekend
3887,TXN_4046039,Juice,Drink,5,3,15.00,High,Unknown,Unknown,In-store,2023-04-20,April,Thursday,Weekday
3888,TXN_4849860,Tea,Drink,4,1.5,6.00,Medium,"Credit Card",Electronic,In-store,2023-12-01,December,Friday,Weekday
3889,TXN_3042768,Cookie,Dessert,3,1,3.00,Low,"Digital Wallet",Electronic,Takeaway,2023-09-07,September,Thursday,Weekday
3890,TXN_7689696,Unknown,Unknown,5,4,20.00,High,"Digital Wallet",Electronic,Takeaway,2023-07-03,July,Monday,Weekday
3891,TXN_4664329,Tea,Drink,2,1.5,3.00,Low,"Credit Card",Electronic,Takeaway,2023-01-06,January,Friday,Weekday
3892,TXN_5812394,Salad,Food,5,5,25.00,High,Cash,Cash,Unknown,2023-10-17,October,Tuesday,Weekday
3893,TXN_7442492,Salad,Food,5,5,25.00,High,"Credit Card",Electronic,Takeaway,2023-07-23,July,Sunday,Weekend
3894,TXN_6905794,Salad,Food,1,5,5.00,Medium,Cash,Cash,Takeaway,2023-05-31,May,Wednesday,Weekday
3895,TXN_8664335,Sandwich,Food,5,4,20.00,High,"Digital Wallet",Electronic,Takeaway,2023-06-12,June,Monday,Weekday
3896,TXN_6315475,Coffee,Drink,2,2,4.00,Low,Unknown,Unknown,Unknown,2023-09-23,September,Saturday,Weekend
3898,TXN_4469769,Salad,Food,5,5,25.00,High,Unknown,Unknown,Unknown,2023-08-15,August,Tuesday,Weekday
3899,TXN_1434857,Cake,Dessert,5,3,15.00,High,Unknown,Unknown,In-store,2023-01-13,January,Friday,Weekday
3900,TXN_9452261,Cake,Dessert,5,3,15.00,High,Unknown,Unknown,Unknown,2023-11-29,November,Wednesday,Weekday
3901,TXN_1700374,Sandwich,Food,5,4,20.00,High,Unknown,Unknown,In-store,2023-08-11,August,Friday,Weekday
3902,TXN_5373441,Salad,Food,1,5,5.00,Medium,Unknown,Unknown,In-store,2023-06-02,June,Friday,Weekday
3903,TXN_8383484,Unknown,Unknown,2,3,6.00,Medium,Unknown,Unknown,Unknown,2023-12-20,December,Wednesday,Weekday
3904,TXN_7347515,Smoothie,Drink,3,4,12.00,Medium,Unknown,Unknown,Takeaway,2023-04-25,April,Tuesday,Weekday
3905,TXN_1261028,Juice,Drink,3,3,9.00,Medium,Unknown,Unknown,In-store,2023-10-27,October,Friday,Weekday
3906,TXN_1094145,Cookie,Dessert,3,1,3.00,Low,"Credit Card",Electronic,Unknown,2023-03-15,March,Wednesday,Weekday
3907,TXN_1478016,Unknown,Unknown,4,1,4.00,Low,Unknown,Unknown,In-store,2023-08-04,August,Friday,Weekday
3908,TXN_8680875,Unknown,Unknown,2,1.5,3.00,Low,Cash,Cash,Takeaway,2023-07-21,July,Friday,Weekday
3909,TXN_5321145,Sandwich,Food,5,4,20.00,High,"Digital Wallet",Electronic,Takeaway,2023-08-29,August,Tuesday,Weekday
3910,TXN_3884995,Juice,Drink,5,3,15.00,High,Cash,Cash,In-store,2023-12-25,December,Monday,Weekday
3911,TXN_4178488,Sandwich,Food,3,4,12.00,Medium,Cash,Cash,In-store,2023-05-08,May,Monday,Weekday
3912,TXN_4826214,Unknown,Unknown,3,2,6.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-11-23,November,Thursday,Weekday
3913,TXN_2579157,Sandwich,Food,1,4,4.00,Low,Unknown,Unknown,Unknown,2023-09-27,September,Wednesday,Weekday
3914,TXN_3597806,Cookie,Dessert,3,1,3.00,Low,"Credit Card",Electronic,Unknown,2023-12-11,December,Monday,Weekday
3915,TXN_7897119,Juice,Drink,4,3,12.00,Medium,Unknown,Unknown,In-store,2023-05-27,May,Saturday,Weekend
3916,TXN_2245037,Coffee,Drink,2,2,4.00,Low,Unknown,Unknown,Unknown,2023-10-18,October,Wednesday,Weekday
3917,TXN_4833378,Cake,Dessert,5,3,15.00,High,"Digital Wallet",Electronic,Unknown,2023-10-15,October,Sunday,Weekend
3918,TXN_7055306,Salad,Food,1,5,5.00,Medium,Unknown,Unknown,Takeaway,2023-03-09,March,Thursday,Weekday
3919,TXN_9135433,Cookie,Dessert,4,1,4.00,Low,Unknown,Unknown,In-store,2023-12-18,December,Monday,Weekday
3920,TXN_1715684,Smoothie,Drink,1,4,4.00,Low,Unknown,Unknown,In-store,2023-07-13,July,Thursday,Weekday
3921,TXN_9073440,Sandwich,Food,2,4,8.00,Medium,"Credit Card",Electronic,Takeaway,2023-08-28,August,Monday,Weekday
3922,TXN_9469529,Coffee,Drink,2,2,4.00,Low,Unknown,Unknown,Unknown,2023-08-09,August,Wednesday,Weekday
3923,TXN_4089355,Salad,Food,2,5,10.00,Medium,"Credit Card",Electronic,Takeaway,2023-02-18,February,Saturday,Weekend
3924,TXN_3834078,Juice,Drink,1,3,3.00,Low,Unknown,Unknown,In-store,2023-01-29,January,Sunday,Weekend
3925,TXN_2946861,Unknown,Unknown,3,3,9.00,Medium,Unknown,Unknown,Unknown,2023-03-28,March,Tuesday,Weekday
3926,TXN_5048650,Smoothie,Drink,2,4,8.00,Medium,Cash,Cash,Takeaway,2023-11-18,November,Saturday,Weekend
3927,TXN_7692019,Juice,Drink,3,3,9.00,Medium,Unknown,Unknown,In-store,2023-10-14,October,Saturday,Weekend
3928,TXN_1882700,Tea,Drink,3,1.5,4.50,Low,"Digital Wallet",Electronic,In-store,2023-04-18,April,Tuesday,Weekday
3929,TXN_7677750,Tea,Drink,2,1.5,3.00,Low,Cash,Cash,Takeaway,2023-12-24,December,Sunday,Weekend
3930,TXN_9799633,Juice,Drink,4,3,12.00,Medium,Cash,Cash,In-store,2023-11-07,November,Tuesday,Weekday
3931,TXN_4252036,Sandwich,Food,2,4,8.00,Medium,Cash,Cash,Takeaway,2023-01-22,January,Sunday,Weekend
3932,TXN_6637989,Smoothie,Drink,1,4,4.00,Low,Cash,Cash,Unknown,2023-11-09,November,Thursday,Weekday
3933,TXN_2860514,Cookie,Dessert,5,1,5.00,Medium,"Credit Card",Electronic,Unknown,2023-09-01,September,Friday,Weekday
3934,TXN_2112911,Salad,Food,3,5,15.00,High,"Digital Wallet",Electronic,Takeaway,2023-09-18,September,Monday,Weekday
3935,TXN_4143449,Smoothie,Drink,3,4,12.00,Medium,"Digital Wallet",Electronic,Unknown,2023-08-23,August,Wednesday,Weekday
3936,TXN_7568316,Cake,Dessert,2,3,6.00,Medium,"Credit Card",Electronic,Unknown,2023-11-28,November,Tuesday,Weekday
3937,TXN_1499208,Unknown,Unknown,1,4,4.00,Low,Cash,Cash,Takeaway,2023-11-01,November,Wednesday,Weekday
3938,TXN_3642982,Coffee,Drink,5,2,10.00,Medium,Cash,Cash,Unknown,2023-10-04,October,Wednesday,Weekday
3939,TXN_1960599,Cake,Dessert,4,3,12.00,Medium,Cash,Cash,Unknown,2023-01-06,January,Friday,Weekday
3940,TXN_4475094,Sandwich,Food,3,4,12.00,Medium,Unknown,Unknown,Unknown,2023-08-12,August,Saturday,Weekend
3941,TXN_1184377,Juice,Drink,1,3,3.00,Low,Cash,Cash,Unknown,2023-10-25,October,Wednesday,Weekday
3942,TXN_6768812,Coffee,Drink,4,2,8.00,Medium,Unknown,Unknown,Unknown,2023-03-30,March,Thursday,Weekday
3943,TXN_6995795,Salad,Food,4,5,20.00,High,Unknown,Unknown,In-store,2023-11-28,November,Tuesday,Weekday
3944,TXN_1419669,Cake,Dessert,5,3,15.00,High,Cash,Cash,Takeaway,2023-03-07,March,Tuesday,Weekday
3945,TXN_7805508,Smoothie,Drink,5,4,20.00,High,Unknown,Unknown,In-store,2023-07-10,July,Monday,Weekday
3946,TXN_9810604,Cake,Dessert,2,3,6.00,Medium,Unknown,Unknown,Takeaway,2023-04-02,April,Sunday,Weekend
3947,TXN_7897423,Unknown,Unknown,4,5,20.00,High,Unknown,Unknown,Unknown,2023-05-24,May,Wednesday,Weekday
3948,TXN_4791243,Cookie,Dessert,5,1,5.00,Medium,Unknown,Unknown,Takeaway,2023-05-12,May,Friday,Weekday
3949,TXN_6373380,Coffee,Drink,4,2,8.00,Medium,Cash,Cash,In-store,2023-07-21,July,Friday,Weekday
3950,TXN_5665311,Unknown,Unknown,2,1,2.00,Low,"Credit Card",Electronic,In-store,2023-05-17,May,Wednesday,Weekday
3951,TXN_8668590,Cookie,Dessert,4,1,4.00,Low,"Digital Wallet",Electronic,Unknown,2023-04-18,April,Tuesday,Weekday
3952,TXN_7920897,Salad,Food,2,5,10.00,Medium,Unknown,Unknown,In-store,2023-07-29,July,Saturday,Weekend
3953,TXN_9121676,Smoothie,Drink,4,4,16.00,High,Unknown,Unknown,Unknown,2023-12-25,December,Monday,Weekday
3954,TXN_7515272,Unknown,Unknown,1,3,3.00,Low,Unknown,Unknown,Unknown,2023-08-12,August,Saturday,Weekend
3955,TXN_4956012,Sandwich,Food,1,4,4.00,Low,Unknown,Unknown,In-store,2023-07-20,July,Thursday,Weekday
3956,TXN_5453836,Smoothie,Drink,2,4,8.00,Medium,"Credit Card",Electronic,In-store,2023-05-29,May,Monday,Weekday
3957,TXN_4341126,Cake,Dessert,2,3,6.00,Medium,Cash,Cash,Unknown,2023-07-01,July,Saturday,Weekend
3958,TXN_5578796,Tea,Drink,4,1.5,6.00,Medium,Unknown,Unknown,In-store,2023-04-27,April,Thursday,Weekday
3959,TXN_2103018,Cake,Dessert,5,3,15.00,High,"Credit Card",Electronic,In-store,2023-11-24,November,Friday,Weekday
3960,TXN_8620592,Smoothie,Drink,2,4,8.00,Medium,Unknown,Unknown,In-store,2023-07-14,July,Friday,Weekday
3961,TXN_9843421,Unknown,Unknown,3,3,9.00,Medium,Unknown,Unknown,In-store,2023-09-06,September,Wednesday,Weekday
3962,TXN_9487214,Coffee,Drink,5,2,10.00,Medium,Unknown,Unknown,Unknown,2023-03-25,March,Saturday,Weekend
3963,TXN_2227781,Cake,Dessert,1,3,3.00,Low,Cash,Cash,Takeaway,2023-01-21,January,Saturday,Weekend
3964,TXN_2274702,Cookie,Dessert,5,1,5.00,Medium,"Credit Card",Electronic,In-store,2023-12-11,December,Monday,Weekday
3965,TXN_6159539,Juice,Drink,1,3,3.00,Low,"Digital Wallet",Electronic,Unknown,2023-01-12,January,Thursday,Weekday
3966,TXN_2701016,Cake,Dessert,5,3,15.00,High,"Digital Wallet",Electronic,Unknown,2023-03-06,March,Monday,Weekday
3967,TXN_8014766,Unknown,Unknown,1,4,4.00,Low,Unknown,Unknown,Unknown,2023-10-05,October,Thursday,Weekday
3968,TXN_8809853,Coffee,Drink,1,2,2.00,Low,"Digital Wallet",Electronic,Takeaway,2023-10-29,October,Sunday,Weekend
3969,TXN_5234152,Cookie,Dessert,5,1,5.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-03-26,March,Sunday,Weekend
3970,TXN_7683607,Cake,Dessert,1,3,3.00,Low,Cash,Cash,Unknown,2023-03-17,March,Friday,Weekday
3971,TXN_9468033,Juice,Drink,1,3,3.00,Low,"Credit Card",Electronic,Unknown,2023-12-13,December,Wednesday,Weekday
3972,TXN_2402928,Coffee,Drink,4,2,8.00,Medium,Cash,Cash,Unknown,2023-10-20,October,Friday,Weekday
3973,TXN_6516391,Cake,Dessert,2,3,6.00,Medium,"Digital Wallet",Electronic,Unknown,2023-06-16,June,Friday,Weekday
3974,TXN_9685326,Smoothie,Drink,3,4,12.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-04-07,April,Friday,Weekday
3975,TXN_3132304,Sandwich,Food,1,4,4.00,Low,"Credit Card",Electronic,Unknown,2023-01-21,January,Saturday,Weekend
3976,TXN_6181456,Unknown,Unknown,1,1,1.00,Low,Unknown,Unknown,Takeaway,2023-05-08,May,Monday,Weekday
3977,TXN_6262910,Cake,Dessert,4,3,12.00,Medium,Cash,Cash,Takeaway,2023-07-02,July,Sunday,Weekend
3978,TXN_9858627,Juice,Drink,4,3,12.00,Medium,Unknown,Unknown,Unknown,2023-01-22,January,Sunday,Weekend
3979,TXN_7543841,Cookie,Dessert,3,1,3.00,Low,Cash,Cash,In-store,2023-11-07,November,Tuesday,Weekday
3980,TXN_9923613,Sandwich,Food,4,4,16.00,High,Unknown,Unknown,In-store,2023-11-08,November,Wednesday,Weekday
3981,TXN_7901672,Cookie,Dessert,1,1,1.00,Low,Unknown,Unknown,Unknown,2023-06-24,June,Saturday,Weekend
3982,TXN_7656770,Coffee,Drink,1,2,2.00,Low,"Credit Card",Electronic,Unknown,2023-12-24,December,Sunday,Weekend
3983,TXN_1058957,Juice,Drink,2,3,6.00,Medium,Cash,Cash,In-store,2023-03-21,March,Tuesday,Weekday
3984,TXN_4092551,Juice,Drink,5,3,15.00,High,"Credit Card",Electronic,Takeaway,2023-10-11,October,Wednesday,Weekday
3985,TXN_2728444,Salad,Food,1,5,5.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-01-23,January,Monday,Weekday
3986,TXN_9894204,Unknown,Unknown,2,2,4.00,Low,Cash,Cash,Takeaway,2023-08-08,August,Tuesday,Weekday
3987,TXN_9073184,Cake,Dessert,2,3,6.00,Medium,Unknown,Unknown,Unknown,2023-04-14,April,Friday,Weekday
3988,TXN_7241288,Sandwich,Food,5,4,20.00,High,Cash,Cash,Takeaway,2023-04-11,April,Tuesday,Weekday
3989,TXN_2044945,Unknown,Unknown,2,1.5,3.00,Low,Cash,Cash,Unknown,2023-10-18,October,Wednesday,Weekday
3990,TXN_9833195,Coffee,Drink,2,2,4.00,Low,Unknown,Unknown,Takeaway,2023-03-03,March,Friday,Weekday
3991,TXN_5665341,Tea,Drink,5,1.5,7.50,Medium,Cash,Cash,Unknown,2023-02-27,February,Monday,Weekday
3992,TXN_9153854,Sandwich,Food,2,4,8.00,Medium,Unknown,Unknown,In-store,2023-04-04,April,Tuesday,Weekday
3993,TXN_5518591,Cookie,Dessert,4,1,4.00,Low,"Digital Wallet",Electronic,Unknown,2023-09-21,September,Thursday,Weekday
3994,TXN_1436851,Sandwich,Food,5,4,20.00,High,Cash,Cash,Takeaway,2023-07-28,July,Friday,Weekday
3995,TXN_6540415,Cake,Dessert,5,3,15.00,High,Unknown,Unknown,Unknown,2023-05-27,May,Saturday,Weekend
3996,TXN_8598575,Sandwich,Food,4,4,16.00,High,"Digital Wallet",Electronic,Unknown,2023-11-14,November,Tuesday,Weekday
3997,TXN_7939659,Cake,Dessert,3,3,9.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-07-26,July,Wednesday,Weekday
3998,TXN_1417871,Salad,Food,3,5,15.00,High,Cash,Cash,Takeaway,2023-03-12,March,Sunday,Weekend
3999,TXN_7531403,Smoothie,Drink,2,4,8.00,Medium,Cash,Cash,In-store,2023-07-08,July,Saturday,Weekend
4000,TXN_2339781,Smoothie,Drink,2,4,8.00,Medium,Unknown,Unknown,In-store,2023-01-02,January,Monday,Weekday
4001,TXN_3767196,Salad,Food,4,5,20.00,High,Cash,Cash,Unknown,2023-08-30,August,Wednesday,Weekday
4002,TXN_6674257,Sandwich,Food,3,4,12.00,Medium,Cash,Cash,Takeaway,2023-07-20,July,Thursday,Weekday
4003,TXN_3562332,Salad,Food,5,5,25.00,High,Unknown,Unknown,Unknown,2023-06-20,June,Tuesday,Weekday
4005,TXN_7302788,Coffee,Drink,1,2,2.00,Low,Cash,Cash,In-store,2023-09-18,September,Monday,Weekday
4007,TXN_9233948,Cookie,Dessert,4,1,4.00,Low,Cash,Cash,Unknown,2023-03-26,March,Sunday,Weekend
4008,TXN_4965631,Smoothie,Drink,3,4,12.00,Medium,"Credit Card",Electronic,Unknown,2023-01-27,January,Friday,Weekday
4009,TXN_1510673,Juice,Drink,3,3,9.00,Medium,Unknown,Unknown,Unknown,2023-02-26,February,Sunday,Weekend
4010,TXN_9254064,Coffee,Drink,2,2,4.00,Low,Cash,Cash,Takeaway,2023-12-10,December,Sunday,Weekend
4011,TXN_9867586,Smoothie,Drink,4,4,16.00,High,Unknown,Unknown,In-store,2023-06-02,June,Friday,Weekday
4012,TXN_4554168,Tea,Drink,4,1.5,6.00,Medium,"Digital Wallet",Electronic,In-store,2023-04-08,April,Saturday,Weekend
4013,TXN_1750875,Juice,Drink,3,3,9.00,Medium,Unknown,Unknown,Unknown,2023-12-13,December,Wednesday,Weekday
4014,TXN_6536418,Salad,Food,5,5,25.00,High,"Credit Card",Electronic,In-store,2023-02-11,February,Saturday,Weekend
4015,TXN_6397944,Salad,Food,5,5,25.00,High,Unknown,Unknown,Unknown,2023-10-31,October,Tuesday,Weekday
4016,TXN_4580084,Sandwich,Food,5,4,20.00,High,"Credit Card",Electronic,Takeaway,2023-12-17,December,Sunday,Weekend
4017,TXN_2723755,Juice,Drink,3,3,9.00,Medium,Cash,Cash,Unknown,2023-06-30,June,Friday,Weekday
4018,TXN_3996874,Tea,Drink,4,1.5,6.00,Medium,"Digital Wallet",Electronic,Unknown,2023-05-18,May,Thursday,Weekday
4019,TXN_2313646,Sandwich,Food,3,4,12.00,Medium,Unknown,Unknown,In-store,2023-08-24,August,Thursday,Weekday
4020,TXN_5439860,Tea,Drink,1,1.5,1.50,Low,"Digital Wallet",Electronic,In-store,2023-04-18,April,Tuesday,Weekday
4022,TXN_3216618,Salad,Food,4,5,20.00,High,"Credit Card",Electronic,In-store,2023-12-30,December,Saturday,Weekend
4023,TXN_4028494,Cake,Dessert,3,3,9.00,Medium,"Digital Wallet",Electronic,In-store,2023-10-22,October,Sunday,Weekend
4024,TXN_8360779,Cookie,Dessert,4,1,4.00,Low,"Credit Card",Electronic,In-store,2023-10-25,October,Wednesday,Weekday
4025,TXN_1412415,Juice,Drink,3,3,9.00,Medium,Cash,Cash,In-store,2023-02-24,February,Friday,Weekday
4026,TXN_3700419,Cookie,Dessert,4,1,4.00,Low,Unknown,Unknown,Unknown,2023-01-09,January,Monday,Weekday
4027,TXN_7398884,Unknown,Unknown,3,4,12.00,Medium,Unknown,Unknown,Takeaway,2023-12-24,December,Sunday,Weekend
4028,TXN_6546131,Coffee,Drink,4,2,8.00,Medium,"Credit Card",Electronic,In-store,2023-06-26,June,Monday,Weekday
4029,TXN_9030656,Juice,Drink,5,3,15.00,High,"Digital Wallet",Electronic,Takeaway,2023-12-12,December,Tuesday,Weekday
4030,TXN_1950777,Salad,Food,5,5,25.00,High,Cash,Cash,Takeaway,2023-08-26,August,Saturday,Weekend
4031,TXN_4605239,Coffee,Drink,1,2,2.00,Low,"Credit Card",Electronic,Unknown,2023-08-06,August,Sunday,Weekend
4032,TXN_8019396,Sandwich,Food,3,4,12.00,Medium,Unknown,Unknown,Unknown,2023-10-20,October,Friday,Weekday
4036,TXN_7874772,Tea,Drink,1,1.5,1.50,Low,"Credit Card",Electronic,Takeaway,2023-04-26,April,Wednesday,Weekday
4037,TXN_2625464,Smoothie,Drink,3,4,12.00,Medium,"Credit Card",Electronic,In-store,2023-10-06,October,Friday,Weekday
4038,TXN_9338442,Cake,Dessert,1,3,3.00,Low,"Digital Wallet",Electronic,In-store,2023-12-29,December,Friday,Weekday
4039,TXN_2953908,Coffee,Drink,5,2,10.00,Medium,"Credit Card",Electronic,In-store,2023-10-11,October,Wednesday,Weekday
4040,TXN_2576936,Cake,Dessert,3,3,9.00,Medium,Cash,Cash,Unknown,2023-10-14,October,Saturday,Weekend
4041,TXN_4586482,Juice,Drink,3,3,9.00,Medium,Unknown,Unknown,In-store,2023-09-04,September,Monday,Weekday
4043,TXN_6410244,Tea,Drink,4,1.5,6.00,Medium,"Credit Card",Electronic,Takeaway,2023-01-06,January,Friday,Weekday
4044,TXN_5026431,Unknown,Unknown,5,4,20.00,High,Cash,Cash,Unknown,2023-12-05,December,Tuesday,Weekday
4045,TXN_3106348,Salad,Food,4,5,20.00,High,"Digital Wallet",Electronic,In-store,2023-01-10,January,Tuesday,Weekday
4046,TXN_6216278,Coffee,Drink,4,2,8.00,Medium,"Credit Card",Electronic,In-store,2023-11-06,November,Monday,Weekday
4047,TXN_9947324,Sandwich,Food,2,4,8.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-08-22,August,Tuesday,Weekday
4048,TXN_9531434,Cookie,Dessert,1,1,1.00,Low,"Credit Card",Electronic,Takeaway,2023-10-09,October,Monday,Weekday
4049,TXN_4104718,Cookie,Dessert,2,1,2.00,Low,Cash,Cash,Unknown,2023-11-08,November,Wednesday,Weekday
4050,TXN_5789560,Juice,Drink,2,3,6.00,Medium,Cash,Cash,Takeaway,2023-02-13,February,Monday,Weekday
4051,TXN_8285752,Cookie,Dessert,4,1,4.00,Low,Unknown,Unknown,In-store,2023-01-07,January,Saturday,Weekend
4052,TXN_8099340,Unknown,Unknown,4,1.5,6.00,Medium,Unknown,Unknown,In-store,2023-04-23,April,Sunday,Weekend
4053,TXN_7733300,Smoothie,Drink,2,4,8.00,Medium,Cash,Cash,Takeaway,2023-12-10,December,Sunday,Weekend
4054,TXN_4416331,Cookie,Dessert,1,1,1.00,Low,Unknown,Unknown,Takeaway,2023-02-13,February,Monday,Weekday
4055,TXN_3551665,Juice,Drink,4,3,12.00,Medium,"Credit Card",Electronic,In-store,2023-04-06,April,Thursday,Weekday
4056,TXN_7377496,Unknown,Unknown,1,3,3.00,Low,"Credit Card",Electronic,Takeaway,2023-02-28,February,Tuesday,Weekday
4057,TXN_4637438,Salad,Food,2,5,10.00,Medium,Unknown,Unknown,Takeaway,2023-04-07,April,Friday,Weekday
4058,TXN_5493965,Juice,Drink,1,3,3.00,Low,Unknown,Unknown,Unknown,2023-06-16,June,Friday,Weekday
4059,TXN_2525207,Cookie,Dessert,2,1,2.00,Low,"Digital Wallet",Electronic,Unknown,2023-11-25,November,Saturday,Weekend
4060,TXN_7354480,Cake,Dessert,2,3,6.00,Medium,Cash,Cash,Unknown,2023-01-17,January,Tuesday,Weekday
4061,TXN_6819128,Salad,Food,1,5,5.00,Medium,Cash,Cash,Unknown,2023-10-19,October,Thursday,Weekday
4062,TXN_5023419,Cookie,Dessert,3,1,3.00,Low,"Digital Wallet",Electronic,Takeaway,2023-02-26,February,Sunday,Weekend
4063,TXN_9864890,Sandwich,Food,3,4,12.00,Medium,Unknown,Unknown,In-store,2023-12-06,December,Wednesday,Weekday
4064,TXN_8798330,Unknown,Unknown,1,2,2.00,Low,Unknown,Unknown,In-store,2023-02-16,February,Thursday,Weekday
4065,TXN_9951411,Coffee,Drink,1,2,2.00,Low,Cash,Cash,In-store,2023-08-09,August,Wednesday,Weekday
4066,TXN_6755795,Smoothie,Drink,5,4,20.00,High,Cash,Cash,Unknown,2023-02-22,February,Wednesday,Weekday
4067,TXN_7507071,Smoothie,Drink,2,4,8.00,Medium,Unknown,Unknown,In-store,2023-01-10,January,Tuesday,Weekday
4068,TXN_1018470,Juice,Drink,3,3,9.00,Medium,Unknown,Unknown,Unknown,2023-01-14,January,Saturday,Weekend
4069,TXN_2924262,Cookie,Dessert,5,1,5.00,Medium,Unknown,Unknown,Unknown,2023-09-01,September,Friday,Weekday
4070,TXN_6472242,Sandwich,Food,1,4,4.00,Low,Unknown,Unknown,Unknown,2023-03-27,March,Monday,Weekday
4071,TXN_8482647,Sandwich,Food,5,4,20.00,High,"Credit Card",Electronic,Unknown,2023-01-08,January,Sunday,Weekend
4072,TXN_6994354,Salad,Food,5,5,25.00,High,Unknown,Unknown,Takeaway,2023-07-03,July,Monday,Weekday
4073,TXN_3520910,Salad,Food,1,5,5.00,Medium,"Credit Card",Electronic,Takeaway,2023-05-06,May,Saturday,Weekend
4074,TXN_8589003,Tea,Drink,4,1.5,6.00,Medium,Cash,Cash,Unknown,2023-08-25,August,Friday,Weekday
4075,TXN_3219263,Smoothie,Drink,5,4,20.00,High,Unknown,Unknown,Takeaway,2023-03-31,March,Friday,Weekday
4076,TXN_9619442,Cake,Dessert,4,3,12.00,Medium,"Digital Wallet",Electronic,In-store,2023-05-23,May,Tuesday,Weekday
4077,TXN_1050323,Juice,Drink,1,3,3.00,Low,Unknown,Unknown,In-store,2023-03-10,March,Friday,Weekday
4078,TXN_6746916,Coffee,Drink,1,2,2.00,Low,Cash,Cash,Takeaway,2023-11-15,November,Wednesday,Weekday
4079,TXN_1547717,Sandwich,Food,5,4,20.00,High,Unknown,Unknown,Unknown,2023-12-15,December,Friday,Weekday
4080,TXN_8407982,Salad,Food,2,5,10.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-09-17,September,Sunday,Weekend
4081,TXN_3484276,Cookie,Dessert,5,1,5.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-06-14,June,Wednesday,Weekday
4082,TXN_3705669,Tea,Drink,2,1.5,3.00,Low,Unknown,Unknown,Unknown,2023-11-23,November,Thursday,Weekday
4083,TXN_4105487,Sandwich,Food,4,4,16.00,High,"Digital Wallet",Electronic,In-store,2023-04-13,April,Thursday,Weekday
4084,TXN_6856558,Juice,Drink,4,3,12.00,Medium,Unknown,Unknown,Takeaway,2023-10-30,October,Monday,Weekday
4085,TXN_3669990,Tea,Drink,2,1.5,3.00,Low,Cash,Cash,Takeaway,2023-01-27,January,Friday,Weekday
4086,TXN_5994713,Tea,Drink,3,1.5,4.50,Low,Unknown,Unknown,Takeaway,2023-03-05,March,Sunday,Weekend
4087,TXN_8091357,Coffee,Drink,1,2,2.00,Low,Cash,Cash,Unknown,2023-12-28,December,Thursday,Weekday
4088,TXN_9555958,Smoothie,Drink,4,4,16.00,High,"Digital Wallet",Electronic,Takeaway,2023-09-30,September,Saturday,Weekend
4089,TXN_4194085,Salad,Food,1,5,5.00,Medium,"Credit Card",Electronic,Unknown,2023-05-25,May,Thursday,Weekday
4090,TXN_7780748,Cookie,Dessert,3,1,3.00,Low,"Credit Card",Electronic,In-store,2023-01-19,January,Thursday,Weekday
4091,TXN_7780786,Cake,Dessert,1,3,3.00,Low,"Credit Card",Electronic,Unknown,2023-10-30,October,Monday,Weekday
4092,TXN_1048284,Salad,Food,2,5,10.00,Medium,Cash,Cash,In-store,2023-08-19,August,Saturday,Weekend
4093,TXN_3120848,Cookie,Dessert,1,1,1.00,Low,Cash,Cash,In-store,2023-11-01,November,Wednesday,Weekday
4094,TXN_3315467,Sandwich,Food,2,4,8.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-11-17,November,Friday,Weekday
4095,TXN_9363990,Cake,Dessert,3,3,9.00,Medium,"Credit Card",Electronic,Unknown,2023-01-17,January,Tuesday,Weekday
4096,TXN_9666257,Juice,Drink,2,3,6.00,Medium,Unknown,Unknown,In-store,2023-09-27,September,Wednesday,Weekday
4097,TXN_1504466,Coffee,Drink,1,2,2.00,Low,Cash,Cash,Unknown,2023-11-07,November,Tuesday,Weekday
